datetime,open,high,low,close,volume,count
2026-09-17 18:05:00+00:00,368.23,368.38,367.9,367.96,131341.151502,2904
2026-09-17 18:10:00+00:00,367.96,368.17,367.39,367.4605,145624.490024,3168
2026-09-17 18:15:00+00:00,367.495,367.69,367.02,367.47,161367.171467,3166
2026-09-17 18:20:00+00:00,367.47,367.535,366.6801,366.78,191545.21817,3746
2026-09-17 18:25:00+00:00,366.84,367.2,366.69,366.74,152340.636474,3210
2026-09-17 18:30:00+00:00,366.72,366.82,365.9,365.9787,265594.121793,5144
2026-09-17 18:35:00+00:00,365.95,366.22,365.65,365.7,220350.136929,3732
2026-09-17 18:40:00+00:00,365.66,366.1999,365.66,365.745,186811.745222,3451
2026-09-17 18:45:00+00:00,365.74,366.11,365.72,365.985,519509.771056,3248
2026-09-17 18:50:00+00:00,365.985,366.64,365.95,366.535,235288.542097,4156
2026-09-17 18:55:00+00:00,366.57,367.01,366.36,366.88,243966.370188,4159
2026-09-17 19:00:00+00:00,366.845,367.49,366.51,367.34,243141.157783,4005
2026-09-17 19:05:00+00:00,367.33,367.5,366.42,366.68,275470.184644,4581
2026-09-17 19:10:00+00:00,366.64,367.2,366.47,367.18,222106.203921,3758
2026-09-17 19:15:00+00:00,367.14,367.165,366.63,366.84,160470.659273,3248
2026-09-17 19:20:00+00:00,366.94,367.02,366.2,366.38,190356.149771,3913
2026-09-17 19:25:00+00:00,366.39,366.985,366.25,366.815,161201.510678,3410
2026-09-17 19:30:00+00:00,366.79,367.34,366.7801,367.13,266973.344312,4476
2026-09-17 19:35:00+00:00,367.13,367.18,366.68,366.97,158342.617333,3754
2026-09-17 19:40:00+00:00,366.96,367.05,366.39,366.8399,203291.673073,3882
2026-09-17 19:45:00+00:00,366.8,366.98,366.33,366.55,206471.221694,4573
2026-09-17 19:50:00+00:00,366.57,367.47,366.32,367.01,516518.646003,10964
2026-09-17 19:55:00+00:00,367.0,367.19,365.96,366.04,1029991.663669,21809
2026-09-17 20:00:00+00:00,366.04,366.3874,365.6,366.3501,3271109.161478,1047
2026-09-17 20:05:00+00:00,366.35,366.56,366.0,366.0,23238.244645,356
2026-09-17 20:10:00+00:00,366.03,366.1143,365.85,365.85,14737.682933,341
2026-09-17 20:15:00+00:00,365.85,366.0827,365.84,365.9909,5682.884929,233
2026-09-17 20:20:00+00:00,366.0,366.0,365.9294,365.95,3800.485726,166
2026-09-17 20:25:00+00:00,365.9,365.94,365.81,365.81,1789.014672,144
2026-09-17 20:30:00+00:00,365.82,365.9183,365.82,365.87,3183.310949,188
2026-09-17 20:35:00+00:00,365.95,366.2,365.85,365.97,9596.893131,213
2026-09-17 20:40:00+00:00,365.95,366.0,365.9001,365.95,846309.109796,224
2026-09-17 20:45:00+00:00,365.99,366.0006,365.9,365.9,13606.951869,203
2026-09-17 20:50:00+00:00,365.9,365.9,365.82,365.8346,6587.562077,245
2026-09-17 20:55:00+00:00,365.8603,366.0,365.86,365.94,27173.058172,161
2026-09-17 21:00:00+00:00,365.92,366.06,365.8701,365.9582,4017.450033,158
