datetime,open,high,low,close,volume,count
2026-09-17 14:30:00+00:00,333.47,333.85,333.01,333.13,983988.11082,11131
2026-09-17 14:35:00+00:00,333.105,333.22,332.52,332.66,370049.909994,11358
2026-09-17 14:40:00+00:00,332.65,332.87,332.5001,332.65,205004.840951,9943
2026-09-17 14:45:00+00:00,332.66,332.7484,332.2,332.5,186232.973712,9546
2026-09-17 14:50:00+00:00,332.5,332.7,332.28,332.53,255660.48377,10037
2026-09-17 14:55:00+00:00,332.53,332.96,332.41,332.78,192431.417394,10003
2026-09-17 15:00:00+00:00,332.8,333.1299,332.63,332.805,164851.028734,9578
2026-09-17 15:05:00+00:00,332.81,332.87,332.16,332.34,215007.305434,10179
2026-09-17 15:10:00+00:00,332.3499,332.36,332.02,332.055,164699.296441,8710
2026-09-17 15:15:00+00:00,332.04,332.49,332.01,332.46,150367.862016,8885
2026-09-17 15:20:00+00:00,332.445,332.77,332.395,332.69,204913.158106,10256
2026-09-17 15:25:00+00:00,332.69,333.19,332.66,333.14,211181.038525,9853
2026-09-17 15:30:00+00:00,333.14,333.285,332.85,333.2799,199822.384435,9055
2026-09-17 15:35:00+00:00,333.29,333.62,333.11,333.49,259118.122921,9997
2026-09-17 15:40:00+00:00,333.5199,333.75,333.25,333.47,197504.720828,9013
2026-09-17 15:45:00+00:00,333.505,334.2,333.44,334.12,274380.337998,9902
2026-09-17 15:50:00+00:00,334.1601,334.93,334.08,334.82,395982.774692,10406
2026-09-17 15:55:00+00:00,334.8323,334.91,334.445,334.89,287518.761296,10861
2026-09-17 16:00:00+00:00,334.9,335.75,334.84,335.63,657633.449034,16152
2026-09-17 16:05:00+00:00,335.6365,335.72,335.38,335.61,305423.780278,10729
2026-09-17 16:10:00+00:00,335.625,335.79,335.5,335.78,215270.224354,7627
2026-09-17 16:15:00+00:00,335.775,335.93,335.55,335.835,272796.32003,6471
2026-09-17 16:20:00+00:00,335.835,336.32,335.7401,336.1,374256.279183,8422
2026-09-17 16:25:00+00:00,336.1,336.4,335.9101,336.09,325740.468028,7079
2026-09-17 16:30:00+00:00,336.05,336.2,335.7,335.85,242230.943953,5812
2026-09-17 16:35:00+00:00,335.86,335.97,335.6601,335.745,135508.775134,4253
2026-09-17 16:40:00+00:00,335.72,335.89,335.66,335.86,135385.546766,4031
2026-09-17 16:45:00+00:00,335.87,335.93,335.26,335.44,185377.429224,5274
2026-09-17 16:50:00+00:00,335.44,335.67,335.4303,335.63,153246.152742,4347
2026-09-17 16:55:00+00:00,335.62,336.12,335.35,336.11,224245.155846,6133
2026-09-17 17:00:00+00:00,336.1,336.47,336.0201,336.3799,288551.762916,5693
2026-09-17 17:05:00+00:00,336.36,336.47,335.6496,335.68,197402.489499,4665
2026-09-17 17:10:00+00:00,335.6818,335.795,335.45,335.5373,138271.054264,3920
2026-09-17 17:15:00+00:00,335.55,335.87,335.53,335.77,152443.850185,3893
2026-09-17 17:20:00+00:00,335.79,335.82,335.361,335.395,104152.70952,3174
2026-09-17 17:25:00+00:00,335.395,335.5,335.28,335.45,116847.795791,3500
