datetime,open,high,low,close,volume,count
2026-09-17 14:30:00+00:00,333.47,333.85,333.41,333.815,755856.744116,2174
2026-09-17 14:31:00+00:00,333.815,333.8237,333.46,333.53,48726.121549,2449
2026-09-17 14:32:00+00:00,333.56,333.59,333.23,333.26,80558.212904,2307
2026-09-17 14:33:00+00:00,333.3,333.3928,333.01,333.11,52013.699327,2198
2026-09-17 14:34:00+00:00,333.1399,333.14,333.05,333.13,46833.332924,2003
2026-09-17 14:35:00+00:00,333.105,333.13,332.94,333.09,46962.709056,2188
2026-09-17 14:36:00+00:00,333.1,333.22,332.6,332.76,78785.427281,2326
2026-09-17 14:37:00+00:00,332.74,333.05,332.66,332.98,50602.818107,2078
2026-09-17 14:38:00+00:00,332.96,332.985,332.52,332.635,124925.380849,2592
2026-09-17 14:39:00+00:00,332.625,332.7253,332.53,332.66,68773.574701,2174
2026-09-17 14:40:00+00:00,332.65,332.71,332.5701,332.69,29686.948224,1965
2026-09-17 14:41:00+00:00,332.69,332.84,332.5001,332.805,53626.536637,2069
2026-09-17 14:42:00+00:00,332.78,332.83,332.5671,332.725,28912.254507,1939
2026-09-17 14:43:00+00:00,332.7,332.87,332.7,332.77,45397.73044,1954
2026-09-17 14:44:00+00:00,332.79,332.84,332.615,332.65,47381.371143,2016
2026-09-17 14:45:00+00:00,332.66,332.7484,332.46,332.47,31274.319734,2008
2026-09-17 14:46:00+00:00,332.465,332.565,332.2101,332.3,44269.904224,2026
2026-09-17 14:47:00+00:00,332.285,332.36,332.2,332.27,34768.934909,1777
2026-09-17 14:48:00+00:00,332.275,332.48,332.22,332.44,44557.61823,1873
2026-09-17 14:49:00+00:00,332.44,332.555,332.3716,332.5,31362.196615,1862
2026-09-17 14:50:00+00:00,332.5,332.56,332.28,332.42,81291.845399,1883
2026-09-17 14:51:00+00:00,332.41,332.62,332.4,332.425,42477.594928,1848
2026-09-17 14:52:00+00:00,332.44,332.7,332.425,332.65,57403.036101,2167
2026-09-17 14:53:00+00:00,332.65,332.7,332.47,332.52,48228.418395,2232
2026-09-17 14:54:00+00:00,332.515,332.58,332.47,332.53,26259.588947,1907
2026-09-17 14:55:00+00:00,332.53,332.56,332.41,332.525,45125.061819,1983
2026-09-17 14:56:00+00:00,332.52,332.8,332.48,332.7399,33638.334578,1975
2026-09-17 14:57:00+00:00,332.735,332.96,332.65,332.835,50106.937709,2264
2026-09-17 14:58:00+00:00,332.85,332.91,332.54,332.6099,31430.421347,1922
2026-09-17 14:59:00+00:00,332.6,332.78,332.55,332.78,32130.661941,1859
2026-09-17 15:00:00+00:00,332.8,333.1299,332.775,332.81,47725.802031,2203
2026-09-17 15:01:00+00:00,332.77,332.79,332.63,332.6695,32865.595811,1922
2026-09-17 15:02:00+00:00,332.64,332.85,332.64,332.8336,23858.253651,1779
2026-09-17 15:03:00+00:00,332.85,332.9195,332.74,332.81,31437.055718,1850
2026-09-17 15:04:00+00:00,332.825,332.91,332.7789,332.805,28964.321523,1824
2026-09-17 15:05:00+00:00,332.81,332.87,332.565,332.58,48096.333504,2174
2026-09-17 15:06:00+00:00,332.5791,332.76,332.55,332.74,35996.564456,1834
2026-09-17 15:07:00+00:00,332.73,332.76,332.555,332.68,24436.390111,1782
2026-09-17 15:08:00+00:00,332.68,332.69,332.16,332.445,79508.575828,2717
2026-09-17 15:09:00+00:00,332.46,332.52,332.21,332.34,26969.441535,1672
2026-09-17 15:10:00+00:00,332.3499,332.36,332.11,332.21,40483.690826,1866
2026-09-17 15:11:00+00:00,332.21,332.36,332.21,332.33,30216.698577,1693
2026-09-17 15:12:00+00:00,332.32,332.32,332.02,332.07,34727.702363,1793
2026-09-17 15:13:00+00:00,332.07,332.26,332.07,332.21,33035.911396,1652
2026-09-17 15:14:00+00:00,332.23,332.3,332.055,332.055,26235.293279,1706
2026-09-17 15:15:00+00:00,332.04,332.21,332.01,332.16,26202.065576,1859
2026-09-17 15:16:00+00:00,332.18,332.31,332.15,332.31,29425.971868,1683
2026-09-17 15:17:00+00:00,332.31,332.39,332.165,332.36,28333.577072,1632
2026-09-17 15:18:00+00:00,332.35,332.36,332.235,332.36,30954.295348,1769
2026-09-17 15:19:00+00:00,332.34,332.49,332.28,332.46,35451.952152,1942
2026-09-17 15:20:00+00:00,332.445,332.6032,332.395,332.545,42969.203829,2093
2026-09-17 15:21:00+00:00,332.56,332.67,332.4577,332.52,30514.535659,1824
2026-09-17 15:22:00+00:00,332.5251,332.66,332.431,332.659,26239.167292,1780
2026-09-17 15:23:00+00:00,332.65,332.75,332.5501,332.715,51988.824046,2296
2026-09-17 15:24:00+00:00,332.724,332.77,332.57,332.69,53201.42728,2263
2026-09-17 15:25:00+00:00,332.69,333.08,332.66,332.96,56132.189921,2313
2026-09-17 15:26:00+00:00,332.945,333.0,332.882,332.96,31406.14523,1744
2026-09-17 15:27:00+00:00,332.99,333.15,332.9,333.01,41063.044231,1897
2026-09-17 15:28:00+00:00,333.01,333.1,332.86,332.95,42572.010888,1941
2026-09-17 15:29:00+00:00,332.98,333.19,332.98,333.14,40007.648255,1958
2026-09-17 15:30:00+00:00,333.14,333.14,332.85,332.875,46802.62564,1855
2026-09-17 15:31:00+00:00,332.89,333.04,332.875,333.025,23365.143053,1631
2026-09-17 15:32:00+00:00,333.02,333.27,332.99,333.11,42471.813101,1868
2026-09-17 15:33:00+00:00,333.115,333.15,332.97,333.01,55386.278976,1974
2026-09-17 15:34:00+00:00,332.97,333.285,332.97,333.2799,31796.523665,1727
2026-09-17 15:35:00+00:00,333.29,333.3,333.14,333.1929,43249.251132,2007
2026-09-17 15:36:00+00:00,333.17,333.35,333.11,333.26,54896.104213,1969
2026-09-17 15:37:00+00:00,333.27,333.48,333.185,333.32,60376.179329,2132
2026-09-17 15:38:00+00:00,333.3125,333.62,333.26,333.5,49488.53318,1947
2026-09-17 15:39:00+00:00,333.505,333.62,333.38,333.49,51108.055067,1942
2026-09-17 15:40:00+00:00,333.5199,333.56,333.39,333.435,30612.123529,1710
2026-09-17 15:41:00+00:00,333.42,333.42,333.25,333.325,56403.493827,1812
2026-09-17 15:42:00+00:00,333.3399,333.7,333.315,333.69,47952.233174,2059
2026-09-17 15:43:00+00:00,333.705,333.75,333.5,333.545,34354.26068,1716
2026-09-17 15:44:00+00:00,333.545,333.59,333.42,333.47,28182.609618,1716
2026-09-17 15:45:00+00:00,333.505,333.77,333.44,333.7,31748.030544,1761
2026-09-17 15:46:00+00:00,333.7051,334.03,333.69,334.02,113577.832013,2451
2026-09-17 15:47:00+00:00,334.0299,334.06,333.91,333.97,30230.767825,1791
2026-09-17 15:48:00+00:00,333.98,334.12,333.98,334.08,48092.980298,1975
2026-09-17 15:49:00+00:00,334.06,334.2,333.98,334.12,50730.727318,1924
2026-09-17 15:50:00+00:00,334.1601,334.28,334.08,334.28,42223.601955,1970
2026-09-17 15:51:00+00:00,334.2799,334.48,334.27,334.4601,99382.332984,2688
2026-09-17 15:52:00+00:00,334.46,334.4799,334.24,334.44,65021.0,700
2026-09-17 15:53:00+00:00,334.44,334.46,334.27,334.385,54643.893368,2044
