datetime,open,high,low,close,volume,count
2026-09-17 14:30:00+00:00,370.975,371.02,370.39,370.745,87046.337044,3615
2026-09-17 14:31:00+00:00,370.81,371.18,370.2877,370.895,81791.039917,3661
2026-09-17 14:32:00+00:00,370.895,370.97,370.62,370.785,68128.339967,3305
2026-09-17 14:33:00+00:00,370.755,371.35,370.6,371.08,99179.820095,3795
2026-09-17 14:34:00+00:00,371.05,371.49,370.75,371.39,82452.317602,3399
2026-09-17 14:35:00+00:00,371.31,371.52,370.58,370.89,86856.174424,3589
2026-09-17 14:36:00+00:00,370.89,371.0,370.7705,370.81,34494.147634,2897
2026-09-17 14:37:00+00:00,370.85,371.17,370.72,371.1292,74105.736421,3141
2026-09-17 14:38:00+00:00,371.06,371.22,370.92,371.055,40894.3614,2845
2026-09-17 14:39:00+00:00,371.055,371.4,370.8803,370.95,55941.116306,3181
2026-09-17 14:40:00+00:00,370.95,371.36,370.88,371.325,40791.641034,3088
2026-09-17 14:41:00+00:00,371.32,371.3239,370.98,371.19,51174.602851,3101
2026-09-17 14:42:00+00:00,371.19,371.3,370.7,370.7899,51617.861413,3191
2026-09-17 14:43:00+00:00,370.74,370.8,370.33,370.3692,91877.911446,3742
2026-09-17 14:44:00+00:00,370.369,370.369,369.61,369.77,107791.771917,4282
2026-09-17 14:45:00+00:00,369.8127,369.93,369.52,369.92,83006.941789,3694
2026-09-17 14:46:00+00:00,369.92,369.99,369.34,369.488,87322.569987,3635
2026-09-17 14:47:00+00:00,369.41,369.73,369.13,369.26,84304.977561,3722
2026-09-17 14:48:00+00:00,369.275,369.3615,369.1401,369.16,53272.918245,3023
2026-09-17 14:49:00+00:00,369.2,369.3,368.93,368.975,78596.370795,3429
2026-09-17 14:50:00+00:00,368.975,369.15,368.74,368.7401,87234.72451,3642
2026-09-17 14:51:00+00:00,368.82,369.04,368.68,368.985,76603.156125,3279
2026-09-17 14:52:00+00:00,368.9301,369.47,368.84,369.19,105870.312257,3544
2026-09-17 14:53:00+00:00,369.155,369.4699,368.7601,368.84,97152.599119,3773
2026-09-17 14:54:00+00:00,368.84,368.89,368.51,368.6,92957.666151,3557
2026-09-17 14:55:00+00:00,368.63,368.7,368.24,368.4282,122872.200412,4060
2026-09-17 14:56:00+00:00,368.395,368.69,368.27,368.3451,65572.331334,3242
2026-09-17 14:57:00+00:00,368.31,368.48,368.17,368.4799,61857.789556,3368
2026-09-17 14:58:00+00:00,368.45,368.6499,368.12,368.64,74974.425285,3436
2026-09-17 14:59:00+00:00,368.64,368.8,368.42,368.585,67837.848518,3330
2026-09-17 15:00:00+00:00,368.65,368.65,367.66,367.725,147013.464915,4401
2026-09-17 15:01:00+00:00,367.7,367.79,367.45,367.545,111890.277494,3808
2026-09-17 15:02:00+00:00,367.555,367.59,366.66,367.33,194137.345541,4851
2026-09-17 15:03:00+00:00,367.33,367.52,367.04,367.125,98644.133641,3634
2026-09-17 15:04:00+00:00,367.125,367.33,366.58,366.6,107025.573408,3687
2026-09-17 15:05:00+00:00,366.61,366.905,366.09,366.13,180087.487346,5005
